source,destination,source_port,destination_port,protocol,length,flags,ttl,window_size,seq_number,ack_number,time_delta,label
3242666554,168430090,0,0,1,1273,0,73,0,0,0,1e-06,attack
2617623151,168430090,0,0,1,408,0,67,0,0,0,2e-06,attack
1481063483,168430090,0,0,1,913,0,80,0,0,0,2e-06,attack
723418471,168430090,0,0,1,851,0,73,0,0,0,2e-06,attack
3452241890,168430090,0,0,1,1070,0,83,0,0,0,2e-06,attack
237879582,168430090,0,0,1,917,0,81,0,0,0,1e-06,attack
161207326,168430090,0,0,1,793,0,107,0,0,0,2e-06,attack
821512188,168430090,0,0,1,992,0,116,0,0,0,2e-06,attack
3695432002,168430090,0,0,1,1155,0,73,0,0,0,2e-06,attack
2675680654,168430090,0,0,1,857,0,148,0,0,0,2e-06,attack
1584011618,168430090,0,0,1,466,0,120,0,0,0,2e-06,attack
3081992908,168430090,0,0,1,582,0,42,0,0,0,1e-06,attack
823363591,168430090,0,0,1,387,0,86,0,0,0,2e-06,attack
259709103,168430090,0,0,1,315,0,52,0,0,0,2e-06,attack
3582420413,168430090,0,0,1,90,0,50,0,0,0,2e-06,attack
3394184410,168430090,0,0,1,1412,0,90,0,0,0,2e-06,attack
2774074260,168430090,0,0,1,1309,0,67,0,0,0,1e-06,attack
592174179,168430090,0,0,1,1089,0,80,0,0,0,3e-06,attack
2010211137,168430090,0,0,1,1230,0,73,0,0,0,1e-06,attack
2344615667,168430090,0,0,1,707,0,148,0,0,0,3e-06,attack
1916155646,168430090,0,0,1,893,0,83,0,0,0,2e-06,attack
804126745,168430090,0,0,1,357,0,61,0,0,0,2e-06,attack
3411390357,168430090,0,0,1,708,0,63,0,0,0,2e-06,attack
916150683,168430090,0,0,1,142,0,127,0,0,0,2e-06,attack
2514569042,168430090,0,0,1,544,0,50,0,0,0,2e-06,attack
3365444059,168430090,0,0,1,985,0,101,0,0,0,1e-06,attack
2444774008,168430090,0,0,1,358,0,100,0,0,0,2e-06,attack
1472552540,168430090,0,0,1,1058,0,66,0,0,0,2e-06,attack
258234128,168430090,0,0,1,1166,0,49,0,0,0,2e-06,attack
2577166225,168430090,0,0,1,1056,0,99,0,0,0,1e-06,attack
3342549186,168430090,0,0,1,78,0,48,0,0,0,2e-06,attack
1263351433,168430090,0,0,1,897,0,83,0,0,0,2e-06,attack
2075581067,168430090,0,0,1,982,0,108,0,0,0,2e-06,attack
755731248,168430090,0,0,1,599,0,147,0,0,0,2e-06,attack
2095207337,168430090,0,0,1,291,0,45,0,0,0,1e-06,attack
3336863776,168430090,0,0,1,275,0,143,0,0,0,2e-06,attack
2745397138,168430090,0,0,1,1190,0,47,0,0,0,2e-06,attack
2910805357,168430090,0,0,1,967,0,63,0,0,0,2e-06,attack
572762685,168430090,0,0,1,249,0,96,0,0,0,2e-06,attack
2201884224,168430090,0,0,1,589,0,46,0,0,0,1e-06,attack
778472880,168430090,0,0,1,1106,0,68,0,0,0,3e-06,attack
1882645296,168430090,0,0,1,68,0,121,0,0,0,2e-06,attack
932199201,168430090,0,0,1,960,0,50,0,0,0,2e-06,attack
908634341,168430090,0,0,1,636,0,59,0,0,0,2e-06,attack
3094513048,168430090,0,0,1,52,0,96,0,0,0,3e-06,attack
2750642524,168430090,0,0,1,574,0,110,0,0,0,2e-06,attack
2868677417,168430090,0,0,1,798,0,93,0,0,0,2e-06,attack
1394407681,168430090,0,0,1,671,0,113,0,0,0,1e-06,attack
3633441662,168430090,0,0,1,965,0,138,0,0,0,2e-06,attack
853919525,168430090,0,0,1,848,0,110,0,0,0,2e-06,attack
2859724959,168430090,0,0,1,1096,0,137,0,0,0,1e-06,attack
3057735850,168430090,0,0,1,702,0,120,0,0,0,2e-06,attack
2524449888,168430090,0,0,1,995,0,73,0,0,0,2e-06,attack
824129785,168430090,0,0,1,291,0,140,0,0,0,2e-06,attack
1678403063,168430090,0,0,1,702,0,49,0,0,0,2e-06,attack
1755734767,168430090,0,0,1,877,0,47,0,0,0,2e-06,attack
2490118485,168430090,0,0,1,1160,0,133,0,0,0,2e-06,attack
2229118479,168430090,0,0,1,483,0,124,0,0,0,1e-06,attack
3436000368,168430090,0,0,1,437,0,102,0,0,0,2e-06,attack
2488343347,168430090,0,0,1,990,0,142,0,0,0,2e-06,attack
3095913091,168430090,0,0,1,1061,0,105,0,0,0,1e-06,attack
2608820806,168430090,0,0,1,586,0,59,0,0,0,3e-06,attack
3009579820,168430090,0,0,1,255,0,45,0,0,0,1e-06,attack
2340758634,168430090,0,0,1,884,0,39,0,0,0,2e-06,attack
756083805,168430090,0,0,1,121,0,64,0,0,0,2e-06,attack
3547408832,168430090,0,0,1,1464,0,148,0,0,0,1e-06,attack
3757989592,168430090,0,0,1,382,0,115,0,0,0,2e-06,attack
2079895243,168430090,0,0,1,1185,0,43,0,0,0,2e-06,attack
1698337727,168430090,0,0,1,1310,0,47,0,0,0,2e-06,attack
931798830,168430090,0,0,1,197,0,48,0,0,0,1e-06,attack
1381766593,168430090,0,0,1,1466,0,138,0,0,0,2e-06,attack
2211163193,168430090,0,0,1,335,0,146,0,0,0,2e-06,attack
2639768118,168430090,0,0,1,1367,0,110,0,0,0,2e-06,attack
2596152666,168430090,0,0,1,543,0,99,0,0,0,2e-06,attack
1255189375,168430090,0,0,1,84,0,129,0,0,0,1e-06,attack
1949962462,168430090,0,0,1,713,0,103,0,0,0,2e-06,attack
772581618,168430090,0,0,1,327,0,95,0,0,0,2e-06,attack
1398789587,168430090,0,0,1,993,0,107,0,0,0,2e-06,attack
2520026041,168430090,0,0,1,1282,0,86,0,0,0,1e-06,attack
966523831,168430090,0,0,1,215,0,127,0,0,0,2e-06,attack
2670665479,168430090,0,0,1,614,0,48,0,0,0,2e-06,attack
1467665643,168430090,0,0,1,707,0,68,0,0,0,2e-06,attack
3645389891,168430090,0,0,1,1090,0,102,0,0,0,2e-06,attack
3398706791,168430090,0,0,1,754,0,108,0,0,0,2e-06,attack
2982509924,168430090,0,0,1,1406,0,92,0,0,0,2e-06,attack
324773052,168430090,0,0,1,1205,0,96,0,0,0,2e-06,attack
1867280641,168430090,0,0,1,1135,0,88,0,0,0,2e-06,attack
1730676990,168430090,0,0,1,1224,0,94,0,0,0,1e-06,attack
188990442,168430090,0,0,1,797,0,128,0,0,0,2e-06,attack
3554151734,168430090,0,0,1,1307,0,58,0,0,0,2e-06,attack
2598655296,168430090,0,0,1,61,0,131,0,0,0,2e-06,attack
93097328,168430090,0,0,1,1122,0,51,0,0,0,2e-06,attack
1782426476,168430090,0,0,1,416,0,137,0,0,0,1e-06,attack
1126132845,168430090,0,0,1,915,0,73,0,0,0,2e-06,attack
2633902036,168430090,0,0,1,579,0,79,0,0,0,2e-06,attack
2513424650,168430090,0,0,1,739,0,101,0,0,0,1e-06,attack
2335539456,168430090,0,0,1,116,0,117,0,0,0,2e-06,attack
1494520744,168430090,0,0,1,144,0,113,0,0,0,2e-06,attack
3273419653,168430090,0,0,1,62,0,80,0,0,0,2e-06,attack
757611700,168430090,0,0,1,779,0,70,0,0,0,2e-06,attack
3308096870,168430090,0,0,1,1262,0,95,0,0,0,2e-06,attack
1132296117,168430090,0,0,1,431,0,75,0,0,0,2e-06,attack
1075022058,168430090,0,0,1,302,0,118,0,0,0,1e-06,attack
601116096,168430090,0,0,17,64,0,56,0,0,0,3e-06,attack
2168922962,168430090,0,0,1,784,0,53,0,0,0,1e-05,attack
2475895062,168430090,0,0,1,395,0,149,0,0,0,3e-06,attack
3180322108,168430090,0,0,1,1442,0,71,0,0,0,2e-06,attack
3742450409,168430090,0,0,1,29,0,61,0,0,0,2e-06,attack
321535666,168430090,0,0,1,1153,0,132,0,0,0,3e-06,attack
1923903193,168430090,0,0,1,1377,0,62,0,0,0,2e-06,attack
1503637914,168430090,0,0,1,408,0,93,0,0,0,2e-06,attack
1598584432,168430090,0,0,1,606,0,96,0,0,0,2e-06,attack
604939313,168430090,0,0,1,40,0,57,0,0,0,2e-06,attack
435447129,168430090,0,0,1,899,0,65,0,0,0,2e-06,attack
1423054666,168430090,0,0,1,730,0,149,0,0,0,2e-06,attack
238342023,168430090,0,0,1,158,0,144,0,0,0,2e-06,attack
2764344644,168430090,0,0,1,471,0,86,0,0,0,1e-06,attack
1679495388,168430090,0,0,1,903,0,86,0,0,0,2e-06,attack
504968796,168430090,0,0,1,257,0,54,0,0,0,2e-06,attack
3698928811,168430090,0,0,1,120,0,112,0,0,0,2e-06,attack
3004548861,168430090,0,0,1,1101,0,131,0,0,0,2e-06,attack
594125224,168430090,0,0,1,1367,0,125,0,0,0,1e-06,attack
295452793,168430090,0,0,1,677,0,138,0,0,0,2e-06,attack
243667832,168430090,0,0,1,706,0,57,0,0,0,2e-06,attack
1307990144,168430090,0,0,1,1116,0,81,0,0,0,2e-06,attack
3030935864,168430090,0,0,1,1237,0,132,0,0,0,2e-06,attack
343294805,168430090,0,0,1,661,0,93,0,0,0,2e-06,attack
2078093110,168430090,0,0,1,1439,0,90,0,0,0,2e-06,attack
3082818610,168430090,0,0,1,1029,0,144,0,0,0,2e-06,attack
3533022824,168430090,0,0,1,1265,0,74,0,0,0,1e-06,attack
2665900818,168430090,0,0,1,461,0,52,0,0,0,2e-06,attack
2650028853,168430090,0,0,1,1077,0,93,0,0,0,2e-06,attack
1929371849,168430090,0,0,1,951,0,39,0,0,0,2e-06,attack
2215130226,168430090,0,0,1,1234,0,72,0,0,0,2e-06,attack
1386931851,168430090,0,0,1,1353,0,40,0,0,0,1e-06,attack
222561625,168430090,0,0,1,304,0,117,0,0,0,2e-06,attack
3518617902,168430090,0,0,1,204,0,113,0,0,0,2e-06,attack
1154248009,168430090,0,0,1,270,0,126,0,0,0,2e-06,attack
3425818702,168430090,0,0,1,1318,0,116,0,0,0,1e-06,attack
827149049,168430090,0,0,1,465,0,100,0,0,0,2e-06,attack
3575781322,168430090,0,0,1,282,0,43,0,0,0,2e-06,attack
3216157408,168430090,0,0,1,469,0,140,0,0,0,1e-06,attack
1584308073,168430090,0,0,1,602,0,122,0,0,0,2e-06,attack
1634393869,168430090,0,0,1,95,0,50,0,0,0,2e-06,attack
2446858225,168430090,0,0,1,693,0,92,0,0,0,1e-06,attack
2004262300,168430090,0,0,1,1412,0,104,0,0,0,3e-06,attack
3730955520,168430090,0,0,1,996,0,98,0,0,0,1e-06,attack
2682271923,168430090,0,0,1,950,0,85,0,0,0,2e-06,attack
1168323827,168430090,0,0,1,836,0,138,0,0,0,2e-06,attack
3142324211,168430090,0,0,1,1001,0,51,0,0,0,2e-06,attack
2313748131,168430090,0,0,1,376,0,115,0,0,0,2e-06,attack
2150586806,168430090,0,0,1,1097,0,148,0,0,0,2e-06,attack
2591900097,168430090,0,0,1,1145,0,71,0,0,0,1e-06,attack
1468927768,168430090,0,0,1,413,0,114,0,0,0,2e-06,attack
2534789416,168430090,0,0,1,719,0,54,0,0,0,2e-06,attack
1429052088,168430090,0,0,1,394,0,126,0,0,0,2e-06,attack
787895256,168430090,0,0,1,1454,0,124,0,0,0,2e-06,attack
2508025994,168430090,0,0,1,1469,0,97,0,0,0,1e-06,attack
3684417808,168430090,0,0,1,1382,0,116,0,0,0,2e-06,attack
2575234598,168430090,0,0,1,263,0,81,0,0,0,2e-06,attack
3057386682,168430090,0,0,1,309,0,87,0,0,0,2e-06,attack
286452460,168430090,0,0,1,953,0,61,0,0,0,2e-06,attack
1833205353,168430090,0,0,1,402,0,109,0,0,0,2e-06,attack
2098631014,168430090,0,0,1,783,0,103,0,0,0,2e-06,attack
625211103,168430090,0,0,1,687,0,97,0,0,0,1e-06,attack
1444775820,168430090,0,0,1,1422,0,128,0,0,0,2e-06,attack
2580108082,168430090,0,0,1,649,0,50,0,0,0,2e-06,attack
2890354604,168430090,0,0,1,727,0,106,0,0,0,2e-06,attack
3718588448,168430090,0,0,1,421,0,148,0,0,0,2e-06,attack
2968738692,168430090,0,0,1,34,0,109,0,0,0,1e-06,attack
3446563804,168430090,0,0,1,1425,0,52,0,0,0,3e-06,attack
1267180112,168430090,0,0,1,1304,0,86,0,0,0,1e-06,attack
3041640410,168430090,0,0,1,745,0,108,0,0,0,1.7e-05,attack
260440476,168430090,0,0,1,819,0,43,0,0,0,3e-06,attack
2227608697,168430090,0,0,1,1284,0,122,0,0,0,2e-06,attack
2484988832,168430090,0,0,1,621,0,119,0,0,0,2e-06,attack
2561200228,168430090,0,0,1,1371,0,105,0,0,0,2e-06,attack
3251145171,168430090,0,0,1,1454,0,139,0,0,0,2e-06,attack
2443197584,168430090,0,0,1,278,0,125,0,0,0,1e-06,attack
2462070140,168430090,0,0,1,964,0,106,0,0,0,3e-06,attack
2026808265,168430090,0,0,1,686,0,81,0,0,0,1e-06,attack
3640259659,168430090,0,0,1,1073,0,46,0,0,0,2e-06,attack
1970481844,168430090,0,0,1,638,0,91,0,0,0,2e-06,attack
1371939979,168430090,0,0,1,405,0,146,0,0,0,2e-06,attack
507802717,168430090,0,0,1,600,0,68,0,0,0,2e-06,attack
152782334,168430090,0,0,1,1194,0,128,0,0,0,1.2e-05,attack
75742735,168430090,0,0,1,188,0,81,0,0,0,2e-06,attack
602273464,168430090,0,0,1,164,0,44,0,0,0,2e-06,attack
296902226,168430090,0,0,1,856,0,109,0,0,0,2e-06,attack
3124834820,168430090,0,0,1,1316,0,123,0,0,0,2e-06,attack
2276748752,168430090,0,0,1,839,0,94,0,0,0,2e-06,attack
2095313088,168430090,0,0,1,894,0,50,0,0,0,2e-06,attack
538120027,168430090,0,0,1,70,0,147,0,0,0,2e-06,attack
841721275,168430090,0,0,1,507,0,67,0,0,0,1e-06,attack
566281813,168430090,0,0,1,174,0,64,0,0,0,2e-06,attack
1420087594,168430090,0,0,1,81,0,41,0,0,0,2e-06,attack
3019653302,168430090,0,0,1,1301,0,132,0,0,0,1e-06,attack
1847541766,168430090,0,0,1,725,0,90,0,0,0,2e-06,attack
