source,destination,source_port,destination_port,protocol,length,flags,ttl,window_size,seq_number,ack_number,time_delta,label
1645640106,168430090,0,0,1,1433,0,71,0,0,0,3e-06,attack
2385250600,168430090,0,0,1,422,0,146,0,0,0,4e-06,attack
3744205494,168430090,0,0,1,85,0,39,0,0,0,3e-06,attack
1561874361,168430090,0,0,1,1260,0,92,0,0,0,4e-06,attack
673696166,168430090,0,0,1,651,0,107,0,0,0,3e-06,attack
655175164,168430090,0,0,1,421,0,90,0,0,0,8e-06,attack
353349748,168430090,0,0,1,1391,0,111,0,0,0,3e-06,attack
1133058783,168430090,0,0,1,393,0,74,0,0,0,5e-06,attack
930514126,168430090,0,0,1,79,0,115,0,0,0,4e-06,attack
2767663175,168430090,0,0,1,871,0,145,0,0,0,3e-06,attack
2583543885,168430090,0,0,1,641,0,69,0,0,0,3e-06,attack
2635586795,168430090,0,0,1,1162,0,45,0,0,0,4e-06,attack
1474758125,168430090,0,0,1,779,0,55,0,0,0,3e-06,attack
1840499798,168430090,0,0,1,66,0,54,0,0,0,4e-06,attack
3586008068,168430090,0,0,1,235,0,81,0,0,0,4e-06,attack
2553487924,168430090,0,0,1,1098,0,148,0,0,0,4e-06,attack
1607085670,168430090,0,0,1,1468,0,115,0,0,0,3e-06,attack
3662390466,168430090,0,0,1,1460,0,98,0,0,0,3e-06,attack
3218204093,168430090,0,0,1,50,0,91,0,0,0,4e-06,attack
3511539115,168430090,0,0,1,567,0,132,0,0,0,3e-06,attack
988791655,168430090,0,0,1,997,0,90,0,0,0,4e-06,attack
2282464796,168430090,0,0,1,851,0,59,0,0,0,3e-06,attack
2431234283,168430090,0,0,1,424,0,84,0,0,0,4e-06,attack
1293686756,168430090,0,0,1,706,0,101,0,0,0,3e-06,attack
1831752713,168430090,0,0,1,1425,0,119,0,0,0,4e-06,attack
2453862681,168430090,0,0,1,588,0,75,0,0,0,3e-06,attack
2972188600,168430090,0,0,1,584,0,73,0,0,0,4e-06,attack
1557460870,168430090,0,0,1,1194,0,42,0,0,0,1.1e-05,attack
1673770066,168430090,0,0,1,269,0,47,0,0,0,4e-06,attack
2777019119,168430090,0,0,1,391,0,125,0,0,0,4e-06,attack
3364527981,168430090,0,0,1,451,0,146,0,0,0,3e-06,attack
2620199901,168430090,0,0,1,1214,0,41,0,0,0,3e-06,attack
3740377922,168430090,0,0,1,801,0,124,0,0,0,4e-06,attack
256280412,168430090,0,0,1,902,0,72,0,0,0,3e-06,attack
2150186907,168430090,0,0,1,895,0,124,0,0,0,4e-06,attack
1706218419,168430090,0,0,1,1119,0,58,0,0,0,4e-06,attack
1436595288,168430090,0,0,1,881,0,81,0,0,0,3e-06,attack
1259248792,168430090,0,0,1,228,0,116,0,0,0,3e-06,attack
132518459,168430090,0,0,1,91,0,81,0,0,0,3e-06,attack
2849595237,168430090,0,0,1,137,0,43,0,0,0,4e-06,attack
2461555304,168430090,0,0,1,1202,0,138,0,0,0,3e-06,attack
851195768,168430090,0,0,1,211,0,71,0,0,0,3e-06,attack
591347187,168430090,0,0,1,351,0,116,0,0,0,4e-06,attack
2536621724,168430090,0,0,1,574,0,76,0,0,0,3e-06,attack
2232583114,168430090,0,0,1,1110,0,51,0,0,0,4e-06,attack
454350738,168430090,0,0,1,85,0,129,0,0,0,3e-06,attack
3323421159,168430090,0,0,1,98,0,84,0,0,0,3e-06,attack
3434082943,168430090,0,0,1,376,0,114,0,0,0,3e-06,attack
2837248647,168430090,0,0,1,1185,0,101,0,0,0,4e-06,attack
3502077965,168430090,0,0,1,1159,0,133,0,0,0,3e-06,attack
2714668201,168430090,0,0,1,122,0,115,0,0,0,4e-06,attack
41689045,168430090,0,0,1,1309,0,56,0,0,0,2e-05,attack
557340527,168430090,0,0,1,1463,0,138,0,0,0,4e-06,attack
653881540,168430090,0,0,1,130,0,84,0,0,0,4e-06,attack
41238515,168430090,0,0,1,975,0,73,0,0,0,3e-06,attack
1699646505,168430090,0,0,1,1124,0,145,0,0,0,4e-06,attack
971863029,168430090,0,0,1,774,0,90,0,0,0,4e-06,attack
2679566096,168430090,0,0,1,201,0,41,0,0,0,3e-06,attack
65834826,168430090,0,0,1,1413,0,90,0,0,0,3e-06,attack
3325168943,168430090,0,0,1,1448,0,97,0,0,0,4e-06,attack
3139444768,168430090,0,0,1,763,0,114,0,0,0,3e-06,attack
1773485725,168430090,0,0,1,446,0,143,0,0,0,3e-06,attack
552010799,168430090,0,0,1,168,0,117,0,0,0,4e-06,attack
2686308830,168430090,0,0,1,985,0,93,0,0,0,4e-06,attack
3173065769,168430090,0,0,1,1075,0,82,0,0,0,3e-06,attack
788410162,168430090,0,0,1,694,0,147,0,0,0,3e-06,attack
396652019,168430090,0,0,1,53,0,70,0,0,0,4e-06,attack
248585631,168430090,0,0,1,467,0,79,0,0,0,3e-06,attack
803777186,168430090,0,0,1,442,0,123,0,0,0,3e-06,attack
2335887360,168430090,0,0,1,1414,0,77,0,0,0,3e-06,attack
1839931333,168430090,0,0,1,1027,0,135,0,0,0,4e-06,attack
1070927745,168430090,0,0,1,1313,0,97,0,0,0,3e-06,attack
3272774470,168430090,0,0,1,514,0,130,0,0,0,3e-06,attack
557744671,168430090,0,0,1,846,0,131,0,0,0,4e-06,attack
1548411417,168430090,0,0,1,127,0,122,0,0,0,3e-06,attack
3731937250,168430090,0,0,1,253,0,108,0,0,0,3e-06,attack
456123968,168430090,0,0,1,1335,0,89,0,0,0,4e-06,attack
57942033,168430090,0,0,1,210,0,87,0,0,0,4e-06,attack
1950342696,168430090,0,0,1,1085,0,146,0,0,0,3e-06,attack
3174312817,168430090,0,0,1,1337,0,99,0,0,0,3e-06,attack
3657635132,168430090,0,0,1,469,0,51,0,0,0,4e-06,attack
3127803540,168430090,0,0,1,1143,0,66,0,0,0,3e-06,attack
2313895552,168430090,0,0,1,554,0,77,0,0,0,3e-06,attack
2046413962,168430090,0,0,1,608,0,96,0,0,0,4e-06,attack
551413047,168430090,0,0,1,562,0,134,0,0,0,3e-06,attack
660014013,168430090,0,0,1,686,0,143,0,0,0,3e-06,attack
1327037609,168430090,0,0,1,188,0,112,0,0,0,4e-06,attack
2503164717,168430090,0,0,1,813,0,139,0,0,0,3e-06,attack
3143016986,168430090,0,0,1,622,0,99,0,0,0,3e-06,attack
834045885,168430090,0,0,1,1251,0,115,0,0,0,4e-06,attack
3562223867,168430090,0,0,1,1390,0,110,0,0,0,3e-06,attack
935855274,168430090,0,0,1,474,0,102,0,0,0,1.1e-05,attack
953028166,168430090,0,0,1,1359,0,139,0,0,0,4e-06,attack
2423259386,168430090,0,0,1,738,0,92,0,0,0,4e-06,attack
1336814151,168430090,0,0,1,401,0,39,0,0,0,3e-06,attack
652531669,168430090,0,0,1,678,0,143,0,0,0,3e-06,attack
3345428387,168430090,0,0,1,1005,0,148,0,0,0,4e-06,attack
379894700,168430090,0,0,1,1214,0,133,0,0,0,4e-06,attack
776863415,168430090,0,0,1,382,0,44,0,0,0,4e-06,attack
1898485474,168430090,0,0,1,1204,0,109,0,0,0,3e-06,attack
1878999511,168430090,0,0,1,1236,0,46,0,0,0,4e-06,attack
304776224,168430090,0,0,1,256,0,105,0,0,0,3e-06,attack
2829605910,168430090,0,0,1,32,0,133,0,0,0,4e-06,attack
2706532443,168430090,0,0,1,942,0,96,0,0,0,4e-06,attack
3721569276,168430090,0,0,1,747,0,65,0,0,0,4e-06,attack
1774742541,168430090,0,0,1,1131,0,107,0,0,0,3e-06,attack
1587034523,168430090,0,0,1,1153,0,93,0,0,0,4e-06,attack
787230517,168430090,0,0,1,165,0,102,0,0,0,3e-06,attack
3652207997,168430090,0,0,1,448,0,146,0,0,0,3e-06,attack
2208721051,168430090,0,0,1,568,0,144,0,0,0,4e-06,attack
290026614,168430090,0,0,1,312,0,58,0,0,0,3e-06,attack
3686340518,168430090,0,0,1,479,0,141,0,0,0,3e-06,attack
591717473,168430090,0,0,1,559,0,54,0,0,0,3e-06,attack
2851642062,168430090,0,0,1,735,0,105,0,0,0,4e-06,attack
2021819756,168430090,0,0,1,417,0,60,0,0,0,3e-06,attack
3533239194,168430090,0,0,1,533,0,96,0,0,0,3e-06,attack
92102990,168430090,0,0,1,1124,0,142,0,0,0,4e-06,attack
856681435,168430090,0,0,1,1398,0,124,0,0,0,3e-06,attack
446720818,168430090,0,0,1,1326,0,55,0,0,0,4e-06,attack
1977791548,168430090,0,0,1,362,0,139,0,0,0,4e-06,attack
1061676713,168430090,0,0,1,620,0,94,0,0,0,3e-06,attack
2427191602,168430090,0,0,1,1215,0,143,0,0,0,3e-06,attack
1999410517,168430090,0,0,1,1111,0,85,0,0,0,4e-06,attack
2786695072,168430090,0,0,1,1286,0,120,0,0,0,3e-06,attack
3569474071,168430090,0,0,1,194,0,110,0,0,0,3e-06,attack
1911014400,168430090,0,0,1,550,0,125,0,0,0,4e-06,attack
3638546189,168430090,0,0,17,247,0,114,0,0,0,4e-06,attack
3638546189,168430090,0,0,17,243,0,114,0,0,0,5e-06,attack
1529531433,168430090,0,0,1,220,0,116,0,0,0,3e-06,attack
2404091923,168430090,0,0,1,908,0,131,0,0,0,4e-06,attack
398762087,168430090,0,0,1,93,0,67,0,0,0,3e-06,attack
259551213,168430090,0,0,1,603,0,91,0,0,0,4e-06,attack
2160737336,168430090,0,0,1,451,0,83,0,0,0,3e-06,attack
1356786707,168430090,0,0,1,1450,0,130,0,0,0,4e-06,attack
1037618123,168430090,0,0,1,1021,0,40,0,0,0,3e-06,attack
2822078603,168430090,0,0,1,1361,0,124,0,0,0,4e-06,attack
153112074,168430090,0,0,1,637,0,116,0,0,0,3e-06,attack
1626570862,168430090,0,0,1,250,0,100,0,0,0,3e-06,attack
2871022391,168430090,0,0,1,691,0,142,0,0,0,4e-06,attack
2263048896,168430090,0,0,1,1114,0,57,0,0,0,3e-06,attack
2750930308,168430090,0,0,1,543,0,54,0,0,0,4e-06,attack
211997968,168430090,0,0,1,1429,0,110,0,0,0,3e-06,attack
3462010031,168430090,0,0,1,292,0,66,0,0,0,4e-06,attack
650687725,168430090,0,0,1,703,0,131,0,0,0,3e-06,attack
511454500,168430090,0,0,1,1083,0,131,0,0,0,3e-06,attack
1510023179,168430090,0,0,1,380,0,100,0,0,0,3e-06,attack
1518331283,168430090,0,0,1,1279,0,146,0,0,0,5e-06,attack
1808019854,168430090,0,0,1,221,0,50,0,0,0,3e-06,attack
388346337,168430090,0,0,1,162,0,72,0,0,0,4e-06,attack
2232573083,168430090,0,0,1,823,0,76,0,0,0,3e-06,attack
705054826,168430090,0,0,1,209,0,65,0,0,0,3e-06,attack
1795987185,168430090,0,0,1,251,0,94,0,0,0,3e-06,attack
3535373992,168430090,0,0,1,1431,0,55,0,0,0,4e-06,attack
1360028463,168430090,0,0,1,912,0,70,0,0,0,3e-06,attack
1928892701,168430090,0,0,1,1375,0,60,0,0,0,4e-06,attack
2892228884,168430090,0,0,17,194,0,127,0,0,0,6.1e-05,attack
2892228884,168430090,0,0,17,190,0,127,0,0,0,2.9e-05,attack
3387995931,168430090,0,0,1,841,0,85,0,0,0,1.4e-05,attack
3678519281,168430090,0,0,1,627,0,106,0,0,0,7e-06,attack
1408224761,168430090,0,0,1,90,0,94,0,0,0,3e-06,attack
843785535,168430090,0,0,1,982,0,142,0,0,0,4e-06,attack
2548523800,168430090,0,0,1,1378,0,126,0,0,0,4e-06,attack
709078059,168430090,0,0,1,767,0,92,0,0,0,4e-06,attack
1775805008,168430090,0,0,1,1123,0,143,0,0,0,4e-06,attack
3282141807,168430090,0,0,1,1157,0,102,0,0,0,4e-06,attack
2003079371,168430090,0,0,1,1169,0,101,0,0,0,3e-06,attack
306470767,168430090,0,0,1,1118,0,94,0,0,0,4e-06,attack
3728843544,168430090,0,0,1,419,0,147,0,0,0,3e-06,attack
1789157211,168430090,0,0,1,1081,0,51,0,0,0,3e-06,attack
54039537,168430090,0,0,1,336,0,144,0,0,0,4e-06,attack
2629886562,168430090,0,0,1,161,0,56,0,0,0,3e-06,attack
3194529022,168430090,0,0,1,726,0,60,0,0,0,3e-06,attack
3581905686,168430090,0,0,1,1164,0,87,0,0,0,4e-06,attack
2658163900,168430090,0,0,1,448,0,63,0,0,0,4e-06,attack
1544309619,168430090,0,0,1,812,0,148,0,0,0,3e-06,attack
1183780355,168430090,0,0,1,956,0,103,0,0,0,4e-06,attack
874096506,168430090,0,0,1,1269,0,139,0,0,0,3e-06,attack
515211199,168430090,0,0,1,1373,0,105,0,0,0,4e-06,attack
615278156,168430090,0,0,1,633,0,138,0,0,0,3e-06,attack
992569292,168430090,0,0,1,1086,0,129,0,0,0,4e-06,attack
3506680575,168430090,0,0,1,462,0,103,0,0,0,3e-06,attack
126698687,168430090,0,0,1,851,0,63,0,0,0,3e-06,attack
1350833423,168430090,0,0,1,310,0,74,0,0,0,4e-06,attack
134316637,168430090,0,0,1,368,0,62,0,0,0,4e-06,attack
1227422794,168430090,0,0,1,1477,0,44,0,0,0,4e-06,attack
48673958,168430090,0,0,1,441,0,74,0,0,0,3e-06,attack
3224329400,168430090,0,0,1,1355,0,54,0,0,0,4e-06,attack
2800353411,168430090,0,0,1,1064,0,69,0,0,0,3e-06,attack
1467306091,168430090,0,0,1,63,0,42,0,0,0,3e-06,attack
51302255,168430090,0,0,1,1269,0,130,0,0,0,4e-06,attack
1735124174,168430090,0,0,1,465,0,45,0,0,0,3e-06,attack
700239927,168430090,0,0,1,720,0,44,0,0,0,4e-06,attack
3078986735,168430090,0,0,1,67,0,123,0,0,0,3e-06,attack
649797098,168430090,0,0,1,383,0,144,0,0,0,4e-06,attack
1456876388,168430090,0,0,1,1083,0,131,0,0,0,3e-06,attack
3297503336,168430090,0,0,1,1065,0,40,0,0,0,3e-06,attack
1047258548,168430090,0,0,1,134,0,112,0,0,0,4e-06,attack
2166555980,168430090,0,0,1,1338,0,57,0,0,0,3e-06,attack
1437335981,168430090,0,0,1,1070,0,56,0,0,0,4e-06,attack
1567450199,168430090,0,0,1,363,0,120,0,0,0,3e-06,attack
3142378792,168430090,0,0,1,858,0,102,0,0,0,3e-06,attack
544605253,168430090,0,0,1,669,0,67,0,0,0,4e-06,attack
823542491,168430090,0,0,1,979,0,93,0,0,0,3e-06,attack
478425195,168430090,0,0,1,1138,0,56,0,0,0,3e-06,attack
2911058065,168430090,0,0,1,484,0,109,0,0,0,5e-06,attack
3658834253,168430090,0,0,1,87,0,109,0,0,0,3e-06,attack
2624603446,168430090,0,0,1,646,0,129,0,0,0,4e-06,attack
2805798903,168430090,0,0,1,1057,0,52,0,0,0,3e-06,attack
2119728209,168430090,0,0,1,1415,0,146,0,0,0,3e-06,attack
3394950549,168430090,0,0,1,541,0,39,0,0,0,4e-06,attack
1980356568,168430090,0,0,1,1047,0,134,0,0,0,3e-06,attack
3722122145,168430090,0,0,1,1213,0,63,0,0,0,3e-06,attack
2731790997,168430090,0,0,1,942,0,103,0,0,0,4e-06,attack
953567342,168430090,0,0,1,549,0,97,0,0,0,3e-06,attack
1131451186,168430090,0,0,1,806,0,67,0,0,0,4e-06,attack
2050376852,168430090,0,0,1,335,0,110,0,0,0,3e-06,attack
2029792123,168430090,0,0,1,978,0,82,0,0,0,4e-06,attack
3044361283,168430090,0,0,1,46,0,46,0,0,0,3e-06,attack
2832495104,168430090,0,0,1,1145,0,145,0,0,0,3e-06,attack
1064518741,168430090,0,0,1,780,0,90,0,0,0,3e-06,attack
1500737739,168430090,0,0,1,253,0,128,0,0,0,4e-06,attack
3272926335,168430090,0,0,1,325,0,76,0,0,0,0.001694,attack
148614495,168430090,0,0,1,714,0,69,0,0,0,9e-06,attack
2766784069,168430090,0,0,1,1462,0,114,0,0,0,4e-06,attack
3321297039,168430090,0,0,1,214,0,80,0,0,0,3e-06,attack
326282658,168430090,0,0,1,1449,0,65,0,0,0,5e-06,attack
572935290,168430090,0,0,1,658,0,118,0,0,0,3e-06,attack
740096771,168430090,0,0,1,934,0,62,0,0,0,4e-06,attack
1155503326,168430090,0,0,1,903,0,141,0,0,0,3e-06,attack
820955643,168430090,0,0,1,473,0,115,0,0,0,4e-06,attack
356826352,168430090,0,0,1,624,0,131,0,0,0,3e-06,attack
2466708549,168430090,0,0,1,175,0,120,0,0,0,3e-06,attack
1109870059,168430090,0,0,1,79,0,148,0,0,0,4e-06,attack
49451133,168430090,0,0,1,1033,0,69,0,0,0,3e-06,attack
3367120629,168430090,0,0,1,910,0,146,0,0,0,4e-06,attack
2927877807,168430090,0,0,1,1442,0,71,0,0,0,3e-06,attack
3175096156,168430090,0,0,1,1030,0,104,0,0,0,3e-06,attack
2655855728,168430090,0,0,1,299,0,64,0,0,0,4e-06,attack
1321211749,168430090,0,0,1,733,0,55,0,0,0,3e-06,attack
1251750740,168430090,0,0,1,242,0,87,0,0,0,3e-06,attack
3629181663,168430090,0,0,1,880,0,66,0,0,0,3e-06,attack
121695023,168430090,0,0,1,1047,0,65,0,0,0,4e-06,attack
601116096,168430090,0,0,17,64,0,56,0,0,0,5e-06,attack
3643674290,168430090,0,0,1,512,0,109,0,0,0,1.2e-05,attack
2163325297,168430090,0,0,1,497,0,75,0,0,0,4e-06,attack
812676352,168430090,0,0,1,810,0,83,0,0,0,4e-06,attack
135118641,168430090,0,0,1,563,0,100,0,0,0,4e-06,attack
1483718556,168430090,0,0,1,1157,0,69,0,0,0,4e-06,attack
1454351522,168430090,0,0,1,79,0,117,0,0,0,3e-06,attack
1227695306,168430090,0,0,1,823,0,108,0,0,0,3e-06,attack
1452731593,168430090,0,0,1,920,0,92,0,0,0,4e-06,attack
1199060338,168430090,0,0,1,444,0,94,0,0,0,3e-06,attack
3344055778,168430090,0,0,1,927,0,47,0,0,0,4e-06,attack
1151746506,168430090,0,0,1,44,0,101,0,0,0,3e-06,attack
2623211565,168430090,0,0,1,1244,0,62,0,0,0,4e-06,attack
2650315860,168430090,0,0,1,1210,0,59,0,0,0,8e-06,attack
3081812310,168430090,0,0,1,100,0,104,0,0,0,3e-06,attack
2740415424,168430090,0,0,1,1124,0,70,0,0,0,3e-06,attack
1922469432,168430090,0,0,1,1063,0,49,0,0,0,4e-06,attack
405402400,168430090,0,0,1,996,0,41,0,0,0,3e-06,attack
3126367877,168430090,0,0,1,1019,0,90,0,0,0,4e-06,attack
2767838290,168430090,0,0,1,1130,0,141,0,0,0,3e-06,attack
2696871488,168430090,0,0,1,1437,0,78,0,0,0,3e-06,attack
1956701706,168430090,0,0,1,1223,0,117,0,0,0,4e-06,attack
1551505389,168430090,0,0,1,381,0,112,0,0,0,3e-06,attack
1671290463,168430090,0,0,1,451,0,98,0,0,0,3e-06,attack
3527312814,168430090,0,0,1,1234,0,145,0,0,0,4e-06,attack
861924645,168430090,0,0,1,1140,0,55,0,0,0,4e-06,attack
3755815757,168430090,0,0,1,240,0,71,0,0,0,3e-06,attack
2256018378,168430090,0,0,1,466,0,86,0,0,0,3e-06,attack
1413460266,168430090,0,0,1,1201,0,110,0,0,0,4e-06,attack
3278368458,168430090,0,0,1,422,0,116,0,0,0,2.3e-05,attack
1039553396,168430090,0,0,1,1237,0,116,0,0,0,5e-06,attack
1201375878,168430090,0,0,1,525,0,70,0,0,0,4e-06,attack
2938207133,168430090,0,0,1,797,0,130,0,0,0,4e-06,attack
3458543460,168430090,0,0,1,1409,0,92,0,0,0,3e-06,attack
1791832239,168430090,0,0,1,1209,0,115,0,0,0,4e-06,attack
554575264,168430090,0,0,1,320,0,108,0,0,0,4e-06,attack
3618163009,168430090,0,0,1,453,0,71,0,0,0,3e-06,attack
933940557,168430090,0,0,1,648,0,83,0,0,0,3e-06,attack
2638685774,168430090,0,0,1,1317,0,112,0,0,0,4e-06,attack
701593372,168430090,0,0,1,259,0,104,0,0,0,3e-06,attack
1747288635,168430090,0,0,1,803,0,40,0,0,0,4e-06,attack
3723693429,168430090,0,0,1,1015,0,113,0,0,0,3e-06,attack
2999337428,168430090,0,0,1,316,0,59,0,0,0,3e-06,attack
2892228884,168430090,0,0,17,117,0,64,0,0,0,5.3e-05,attack
3216704752,168430090,0,0,1,491,0,76,0,0,0,3e-05,attack
615613892,168430090,0,0,1,580,0,114,0,0,0,8e-06,attack
905689606,168430090,0,0,1,625,0,123,0,0,0,4e-06,attack
193164809,168430090,0,0,1,528,0,102,0,0,0,4e-06,attack
2565719006,168430090,0,0,1,1296,0,143,0,0,0,4e-06,attack
2784140772,168430090,0,0,1,372,0,63,0,0,0,4e-06,attack
1816341406,168430090,0,0,1,932,0,69,0,0,0,3e-06,attack
1184634514,168430090,0,0,1,808,0,127,0,0,0,4e-06,attack
1174807725,168430090,0,0,1,681,0,71,0,0,0,3e-06,attack
2880980046,168430090,0,0,1,76,0,41,0,0,0,4e-06,attack
2715009797,168430090,0,0,1,974,0,64,0,0,0,3e-06,attack
2389003588,168430090,0,0,1,600,0,124,0,0,0,3e-06,attack
1722735808,168430090,0,0,1,1276,0,65,0,0,0,4e-06,attack
1403627885,168430090,0,0,1,1398,0,69,0,0,0,4e-06,attack
558924121,168430090,0,0,1,206,0,137,0,0,0,3e-06,attack
2187629530,168430090,0,0,1,30,0,78,0,0,0,3e-06,attack
3668437273,168430090,0,0,1,1455,0,108,0,0,0,4e-06,attack
84845525,168430090,0,0,1,1038,0,52,0,0,0,4e-06,attack
1329192042,168430090,0,0,1,73,0,72,0,0,0,4e-06,attack
797292688,168430090,0,0,1,1138,0,77,0,0,0,3e-06,attack
1866149840,168430090,0,0,1,377,0,64,0,0,0,3e-06,attack
678095799,168430090,0,0,1,1432,0,140,0,0,0,4e-06,attack
1741019751,168430090,0,0,1,1344,0,106,0,0,0,3e-06,attack
2999223013,168430090,0,0,1,907,0,149,0,0,0,4e-06,attack
2248173527,168430090,0,0,1,291,0,45,0,0,0,4e-06,attack
2918499676,168430090,0,0,1,1413,0,101,0,0,0,3e-06,attack
1315984027,168430090,0,0,1,1092,0,75,0,0,0,4e-06,attack
2707849759,168430090,0,0,1,887,0,103,0,0,0,4e-06,attack
1199302264,168430090,0,0,1,267,0,143,0,0,0,3e-06,attack
1171847972,168430090,0,0,1,238,0,86,0,0,0,6e-06,attack
325368811,168430090,0,0,1,163,0,58,0,0,0,4e-06,attack
2695949004,168430090,0,0,1,683,0,146,0,0,0,3e-06,attack
1450005133,168430090,0,0,1,786,0,97,0,0,0,4e-06,attack
1313087224,168430090,0,0,1,961,0,143,0,0,0,3e-06,attack
243094643,168430090,0,0,1,1347,0,136,0,0,0,3e-06,attack
664906090,168430090,0,0,1,688,0,82,0,0,0,4e-06,attack
515906120,168430090,0,0,1,1439,0,51,0,0,0,4e-06,attack
1792803338,168430090,0,0,1,1422,0,134,0,0,0,3e-06,attack
243438817,168430090,0,0,1,927,0,142,0,0,0,4e-06,attack
771066912,168430090,0,0,1,1289,0,45,0,0,0,3e-06,attack
3047230646,168430090,0,0,1,1267,0,63,0,0,0,4e-06,attack
217829907,168430090,0,0,1,145,0,56,0,0,0,3e-06,attack
1840678508,168430090,0,0,1,203,0,51,0,0,0,3e-06,attack
1275804284,168430090,0,0,1,1153,0,105,0,0,0,4e-06,attack
2327416247,168430090,0,0,1,583,0,87,0,0,0,3e-06,attack
471734317,168430090,0,0,1,1114,0,143,0,0,0,4e-06,attack
1057812852,168430090,0,0,1,1301,0,93,0,0,0,4e-06,attack
1039031746,168430090,0,0,1,394,0,44,0,0,0,3e-06,attack
2202493311,168430090,0,0,1,883,0,96,0,0,0,4e-06,attack
370870436,168430090,0,0,1,517,0,80,0,0,0,3e-06,attack
3032139934,168430090,0,0,1,1021,0,109,0,0,0,4e-06,attack
2829364572,168430090,0,0,1,554,0,110,0,0,0,3e-06,attack
579734528,168430090,0,0,1,1159,0,138,0,0,0,4e-06,attack
551222729,168430090,0,0,1,530,0,149,0,0,0,3e-06,attack
1179165651,168430090,0,0,1,339,0,96,0,0,0,3e-06,attack
3554097276,168430090,0,0,1,1446,0,143,0,0,0,4e-06,attack
3417046659,168430090,0,0,1,826,0,94,0,0,0,3e-06,attack
3135300964,168430090,0,0,1,1367,0,126,0,0,0,4e-06,attack
310735633,168430090,0,0,1,182,0,119,0,0,0,3e-06,attack
901975999,168430090,0,0,1,249,0,127,0,0,0,4e-06,attack
3346459371,168430090,0,0,1,1295,0,41,0,0,0,3e-06,attack
393039771,168430090,0,0,1,259,0,78,0,0,0,4e-06,attack
1168262156,168430090,0,0,1,969,0,80,0,0,0,3e-06,attack
2302551543,168430090,0,0,1,512,0,101,0,0,0,3e-06,attack
2192477464,168430090,0,0,1,1112,0,105,0,0,0,5.3e-05,attack
3595928148,168430090,0,0,1,1284,0,77,0,0,0,6e-06,attack
3696455858,168430090,0,0,1,1398,0,97,0,0,0,4e-06,attack
1152700962,168430090,0,0,1,186,0,53,0,0,0,3e-06,attack
1692297106,168430090,0,0,1,93,0,41,0,0,0,4e-06,attack
3107093518,168430090,0,0,1,64,0,142,0,0,0,3e-06,attack
1381145243,168430090,0,0,1,1267,0,109,0,0,0,3e-06,attack
517064146,168430090,0,0,1,795,0,50,0,0,0,4e-06,attack
2032642894,168430090,0,0,1,1070,0,102,0,0,0,3e-06,attack
3697258374,168430090,0,0,1,1417,0,115,0,0,0,4e-06,attack
1011732154,168430090,0,0,1,793,0,121,0,0,0,3e-06,attack
3048716753,168430090,0,0,1,1368,0,92,0,0,0,4e-06,attack
2484103813,168430090,0,0,1,86,0,134,0,0,0,3e-06,attack
644764131,168430090,0,0,1,304,0,100,0,0,0,3e-06,attack
1478915028,168430090,0,0,1,1022,0,76,0,0,0,4e-06,attack
3695420785,168430090,0,0,1,1442,0,129,0,0,0,3e-06,attack
443525411,168430090,0,0,1,1469,0,116,0,0,0,4e-06,attack
2538729736,168430090,0,0,1,267,0,45,0,0,0,3e-06,attack
3638546189,168430090,0,0,17,537,0,114,0,0,0,4e-06,attack
33284152,168430090,0,0,1,29,0,100,0,0,0,6e-06,attack
2495575826,168430090,0,0,1,378,0,74,0,0,0,4e-06,attack
230944587,168430090,0,0,1,1083,0,98,0,0,0,4e-06,attack
1070899966,168430090,0,0,1,1472,0,143,0,0,0,3e-06,attack
2769660008,168430090,0,0,1,974,0,81,0,0,0,4e-06,attack
1847558143,168430090,0,0,1,35,0,95,0,0,0,3e-06,attack
2272516248,168430090,0,0,1,84,0,142,0,0,0,4e-06,attack
1964837449,168430090,0,0,1,1362,0,93,0,0,0,3e-06,attack
1453844828,168430090,0,0,1,942,0,116,0,0,0,4e-06,attack
3708911872,168430090,0,0,1,721,0,44,0,0,0,3e-06,attack
506392199,168430090,0,0,1,646,0,133,0,0,0,4e-06,attack
879280689,168430090,0,0,1,358,0,113,0,0,0,3e-06,attack
786717584,168430090,0,0,1,1345,0,91,0,0,0,4e-06,attack
1386929356,168430090,0,0,1,1041,0,68,0,0,0,3e-06,attack
2973668577,168430090,0,0,1,1302,0,112,0,0,0,4e-06,attack
3585328531,168430090,0,0,17,204,0,52,0,0,0,4e-06,attack
3633078761,168430090,0,0,1,448,0,75,0,0,0,7e-06,attack
3520445537,168430090,0,0,1,1031,0,145,0,0,0,5e-06,attack
2896204168,168430090,0,0,1,382,0,42,0,0,0,4e-06,attack
1051253300,168430090,0,0,1,427,0,101,0,0,0,4e-06,attack
2671331010,168430090,0,0,1,172,0,49,0,0,0,3e-06,attack
1903948506,168430090,0,0,1,713,0,80,0,0,0,4e-06,attack
1528880257,168430090,0,0,1,337,0,106,0,0,0,3e-06,attack
89537585,168430090,0,0,1,1153,0,73,0,0,0,4e-06,attack
634541705,168430090,0,0,1,467,0,94,0,0,0,3e-06,attack
3582963425,168430090,0,0,1,298,0,94,0,0,0,3e-06,attack
1050186124,168430090,0,0,1,1190,0,89,0,0,0,4e-06,attack
3259242788,168430090,0,0,1,505,0,112,0,0,0,3e-06,attack
